ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,West,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Other,Driving Properly,"Ability Impaired, Alcohol",D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,Major,East,Other,Other,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,Major,East,Other,Other,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,Major,East,Other,Other,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,East,Other,Other,Driving Properly,Normal,D23
Minor Arterial,Scarborough,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Motorcycle Driver,45 to 49,Major,East,Motorcycle,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Scarborough,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,D42
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D14
Local,Toronto and East York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,North,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,70 to 74,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Major,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D31
Major Arterial,North York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Major,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,North,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,60 to 64,Major,East,Truck - Open,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minimal,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D31
Minor Arterial,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D41
Minor Arterial,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,West,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Truck Driver,25 to 29,Major,North,Truck - Open,Merging,Lost control,Inattentive,D55
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,60 to 64,Major,South,"Automobile, Station Wagon",Parked,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,Major,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Toronto and East York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,40 to 44,Major,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,Major,East,"Automobile, Station Wagon",Turning Left,Other,Normal,D43
Minor Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NSA
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,South,Other,Going Ahead,Driving Properly,Normal,NSA
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,West,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,West,Other,Going Ahead,Driving Properly,Normal,D14
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D55
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Truck Driver,55 to 59,Major,South,Truck - Open,Slowing or Stopping,Following too Close,Inattentive,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,Driver,25 to 29,Minor,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,West,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Had Been Drinking,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,South,Other,Going Ahead,Driving Properly,Normal,D43
Local,North York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D33
Local,North York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D33
Local,North York,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,West,Other,Going Ahead,Driving Properly,Normal,D33
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Reversing,Other,Normal,D13
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,North,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Going Ahead,Other,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,Unknown,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,Unknown,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,South,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,D23
Major Arterial,Scarborough,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D13
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,West,Bicycle,Stopped,Driving Properly,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,D51
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Minimal,South,Other,Going Ahead,Driving Properly,Normal,D51
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,South,Other,Going Ahead,Driving Properly,Normal,D51
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Minimal,South,Other,Going Ahead,Driving Properly,Normal,D51
Collector,North York,At Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Collector,North York,At Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,South,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,West,Other,Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D12
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,South,"Automobile, Station Wagon",Going Ahead,Other,Unknown,D12
Collector,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Major,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,D42
Collector,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Collector,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Collector,Scarborough,At Intersection,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Minimal,West,Other,Going Ahead,Driving Properly,Normal,D42
